Date,close,y_true,proba_p1,pred_p1,proba_p2,pred_p2,proba_weighted,pred_weighted,proba_stacking,pred_stacking,ADX_14_lag1,pred_dyn_ADX,no_trade_zone
2025-11-17,267.46,0,0.8803418803418803,1,0.9444444444444444,1,0.9124982859410643,1,0.9199389470871046,1,97.90273531809098,1,0
2025-11-18,267.44,0,0.36825830227311507,0,0.2631578947368421,0,0.31553574147245045,0,0.14563572371143163,0,98.64435642576863,0,0
2025-11-19,268.56,0,0.22857142857142856,0,0.125,0,0.176615864667604,0,0.05285660480164465,0,99.35027072053312,0,0
2025-11-20,266.25,1,0.4809945305746628,0,0.2631578947368421,0,0.37171897639940443,0,0.28031611924355454,0,100.0,0,0
2025-11-21,271.49,1,0.22857142857142856,0,0.125,0,0.176615864667604,0,0.05285660480164465,0,100.0,0,0
2025-11-24,275.92,1,0.704225352112676,1,0.5,1,0.6017777613164023,1,0.7010548579353617,1,100.0,1,0
2025-11-25,276.97,1,0.8803418803418803,1,0.9800992757709666,1,0.9303841729372802,1,0.9216836178365608,1,100.0,1,0
2025-11-26,277.55,1,0.8803418803418803,1,0.9444444444444444,1,0.9124982859410643,1,0.9199389470871046,1,100.0,1,0
2025-11-28,278.85,1,0.8803418803418803,1,0.9444444444444444,1,0.9124982859410643,1,0.9199389470871046,1,100.0,1,0
2025-12-01,283.1,1,0.8803418803418803,1,1.0,1,0.9403671707936906,1,0.922642213299789,1,100.0,1,0
2025-12-02,286.19,1,0.967741935483871,1,0.9444444444444444,1,0.9560549837714793,1,0.9561507962226319,1,100.0,1,0
2025-12-03,284.15,1,0.96875,1,1.0,1,0.9844262477296022,1,0.9579860157706925,1,100.0,1,0
2025-12-04,280.7,1,0.967741935483871,1,1.0,1,0.9839238686241055,1,0.9576876048019467,1,100.0,1,0
2025-12-05,278.78,1,0.8803418803418803,1,0.9444444444444444,1,0.9124982859410643,1,0.9199389470871046,1,100.0,1,0
2025-12-08,277.89,1,0.8803418803418803,1,0.9444444444444444,1,0.9124982859410643,1,0.9199389470871046,1,100.0,1,0
2025-12-09,277.18,1,0.704225352112676,1,0.6421207525997067,1,0.6730712053250587,1,0.7206526194565278,1,100.0,1,0
2025-12-10,278.78,1,0.704225352112676,1,0.4375,1,0.5704252658571979,1,0.6921911689958434,1,100.0,1,0
2025-12-11,278.03,0,0.704225352112676,1,0.4375,1,0.5704252658571979,1,0.6921911689958434,1,100.0,1,0
